Temperature,Relative Humidity,Pressure
29.2,72.06,98.21
30.3,68.06,98.18
31.15,65.12,98.11
31.67,63.25,98.02
31.85,62.38,97.94
31.72,62.69,97.89
31.21,64.88,97.87
30.86,67.12,97.88
29.3,74.5,97.91
28.11,78.06,97.95
27.52,79.38,97.99
27.26,78.38,98.03
27.01,77.56,98.05
26.1,82.06,98.06
24.97,88.19,98.06
24.26,90.75,98.07
23.81,91.5,98.05
23.48,92.12,98.03
23.21,93.06,98.03
23.03,93.75,98.06
22.94,94.25,98.12
23.98,91.88,98.2
25.54,86.81,98.29
27.41,82.56,98.34
29.52,74.06,98.34
30.57,70.56,98.31
31.31,67.81,98.24
31.73,66.06,98.15
31.79,65.69,98.07
31.44,67.31,98.01
30.97,69.44,97.98
29.85,74.56,97.99
28.05,84.88,98.04
26.73,88.81,98.11
26.19,89.44,98.18
25.73,90.19,98.25
25.34,91.19,98.28
25.01,92.44,98.27
24.73,94,98.25
24.49,95.25,98.21
24.29,96.25,98.17
24.04,97.56,98.15
23.69,98.94,98.16
23.3,100,98.21
23.04,100,98.28
24.05,96,98.35
25.67,89.06,98.42
27.34,80.06,98.47
28.44,74.5,98.46
29.3,72.12,98.42
29.87,70.94,98.34
30.18,70.25,98.24
30.21,70.31,98.15
30.09,70.62,98.09
29.72,72.44,98.06
28.9,77.44,98.07
27.38,86.31,98.11
26.21,90.75,98.17
25.8,91.38,98.22
25.47,91.69,98.27
25.19,91.88,98.3
24.87,92.25,98.29
24.62,92.5,98.29
24.43,92.69,98.3
24.21,93,98.3
23.93,93.62,98.31
23.59,94.75,98.33
23.33,95.56,98.36
23.11,96.31,98.39
23.97,93.88,98.43
25.42,89.75,98.49
27.81,80.5,98.52
29.14,75.88,98.53
30.02,73,98.5
30.6,70.81,98.44
30.85,69.38,98.36
30.83,68.75,98.27
30.67,69.31,98.2
30.33,71.62,98.17
29.63,75.94,98.17
28.25,85.25,98.21
27.12,88.56,98.26
26.58,89.88,98.33
26.13,90.88,98.37
25.75,91.88,98.4
25.44,92.75,98.39
25.16,93.62,98.38
24.93,94.38,98.34
24.72,95,98.3
24.5,95.25,98.28
24.3,95.44,98.28
24.09,95.56,98.3
23.83,95.69,98.35
24.55,94.19,98.38
25.72,90.25,98.44
27.9,81.94,98.46
29.83,73.62,98.44
30.87,69.44,98.38
31.48,67.06,98.31
31.87,65.75,98.21
32.02,65.31,98.12
31.89,65.94,98.06
31.39,69.62,98.03
30.79,72.06,98.04
29.39,82.81,98.09
28.57,84.25,98.15
28.19,84.38,98.22
27.62,86.25,98.26
26.98,88.38,98.27
26.42,90.25,98.27
25.95,91.5,98.23
25.52,92.56,98.18
25.15,93.31,98.14
25.03,92.5,98.11
25.09,90.81,98.1
25.03,90.56,98.1
24.89,91.12,98.15
25.33,92.75,98.19
26.5,89.44,98.24
29.05,78,98.28
30.89,69.88,98.28
31.46,68,98.25
31.48,67.94,98.18
31.48,68,98.09
31.37,68.44,98.02
31.35,68.44,97.97
31.01,70.94,97.95
30.2,74.56,97.96
28.53,85.19,97.98
27.53,87,98.04
27.18,85.94,98.1
26.9,85.06,98.14
26.48,85.56,98.15
25.92,87.31,98.13
25.38,89.12,98.09
24.9,90.56,98.05
24.46,91.94,98
24.08,92.88,97.96
23.77,93.5,97.94
23.52,94.12,97.95
23.33,94.5,97.98
24.21,92.75,98.03
25.8,86.12,98.09
27.8,81.19,98.14
30.1,71.06,98.13
31.17,68.31,98.09
31.87,66.81,98
32.2,66.25,97.9
32.2,66.75,97.8
31.91,68.25,97.73
31.25,71.12,97.71
30.04,78.25,97.73
28.16,87.5,97.79
27.09,89.88,97.85
26.63,90.31,97.91
26.19,90.62,97.94
25.87,90.56,97.95
25.62,90,97.93
25.47,88.75,97.89
25.37,87.25,97.86
25.23,86.25,97.83
25.09,85.38,97.81
24.93,84.69,97.82
24.68,85,97.85
24.37,85.94,97.89
24.55,88.19,97.94
25.47,86.56,98.01
28.08,75.44,98.06
30.6,63.06,98.06
31.45,60.88,98.03
31.95,60.06,97.98
32.18,59.94,97.9
31.93,60.88,97.84
31.68,62.06,97.8
31.56,63.88,97.79
31.06,63.25,97.8
29.44,76.81,97.84
29,72.62,97.9
28.19,75.88,97.97
26.98,82.38,98.03
25.87,87.19,98.07
25.14,89,98.1
24.58,90.06,98.11
24.19,91.38,98.12
23.87,92.81,98.14
23.61,94.44,98.14
23.36,95.69,98.17
23.15,96.25,98.21
22.8,96.56,98.25
23.44,94.56,98.31
24.76,89.75,98.38
27.06,78.81,98.41
29.19,68.5,98.4
30.59,63.25,98.37
31.43,60.62,98.32
31.85,59.88,98.24
31.89,60.5,98.18
31.63,62.06,98.13
31.15,65.06,98.11
30.3,69.81,98.13
28.48,81.38,98.16
27.45,83.12,98.21
27.16,82.06,98.26
26.8,81.94,98.3
26.27,83.31,98.33
25.6,86.19,98.33
24.87,89.5,98.32
24.27,91.94,98.3
23.81,93.38,98.28
23.44,94.31,98.26
23.1,95,98.26
22.83,95.25,98.28
22.68,94.69,98.32
23.3,92.69,98.37
24.45,87.69,98.42
27.04,77.81,98.44
29.25,68.5,98.43
30.23,66.06,98.38
30.83,64.94,98.3
31.23,64.25,98.2
31.34,64.5,98.11
31.09,66.06,98.03
30.51,69.44,97.99
29.39,75.75,97.98
27.28,87.06,97.99
26.06,90.12,98.03
25.51,90.56,98.08
25.01,90.38,98.1
24.51,90.06,98.1
23.91,90.62,98.1
23.26,91.56,98.08
22.61,92.69,98.08
21.99,93.69,98.06
21.45,94.12,98.05
20.99,94.44,98.06
20.6,94.94,98.09
20.28,95.75,98.12
21.15,94.81,98.16
23.17,86.69,98.22
25.18,82.94,98.27
28.32,68.75,98.27
29.69,62.75,98.25
30.26,61.44,98.19
30.62,61.19,98.11
30.65,62.12,98.02
30.43,63.5,97.95
29.68,67.25,97.9
28.32,75.06,97.89
26.05,86.62,97.9
24.94,86.88,97.92
24.44,86.31,97.95
23.77,87.06,97.97
23.08,88.19,97.97
22.43,89.19,97.96
21.81,90,97.93
21.26,90.69,97.9
20.78,91.06,97.88
20.48,90.69,97.86
20.29,90.19,97.86
20,90.88,97.88
19.63,92.38,97.93
20.37,93,98
22.32,84.5,98.08
24.27,81.44,98.14
27.82,66.06,98.14
29.76,59.44,98.12
30.46,58.5,98.07
30.98,57.81,98
31.29,56.56,97.92
31.15,56.5,97.86
30.38,60.81,97.84
28.88,67.44,97.84
26.15,80.62,97.85
25.36,76.12,97.88
25.26,71.88,97.92
24.65,71.5,97.95
23.55,74.88,97.95
22.38,79,97.94
21.5,81.62,97.92
20.84,83.25,97.91
20.28,84.62,97.88
19.83,85.69,97.86
19.46,86.44,97.86
19.16,86.75,97.87
18.98,86.5,97.91
19.69,87.88,97.98
22.23,77.56,98.07
23.8,73.94,98.14
26.55,70.12,98.15
29.92,55.06,98.15
31,51.81,98.11
31.52,51.19,98.06
31.69,50.5,98
31.37,51.75,97.94
30.58,56.19,97.91
28.7,67.81,97.9
25.57,78.75,97.9
24.27,78.19,97.93
23.69,77.38,97.98
23.26,76.19,98.01
22.84,75.69,98.02
22.18,77.56,98.01
21.54,79.88,98
20.97,82.25,98
20.51,84.19,98
20.24,85.25,98
20.23,84.75,98
20.46,82.75,98.01
20.83,80.19,98.05
21.43,80.56,98.11
23.15,78.06,98.18
24.64,74.88,98.24
27.27,70.75,98.26
30.96,51,98.24
31.97,48.12,98.18
32.36,47.56,98.1
32.55,46.81,98.01
32.4,48.38,97.95
32.35,46.19,97.91
30.37,56.75,97.9
28.18,67.12,97.93
28,58.81,97.98
27.8,56.5,98.06
27.16,57.25,98.09
26.66,57.38,98.1
25.99,58.56,98.08
25.1,61.12,98.04
24.37,63.12,98.01
23.18,68.31,97.98
22,73.69,97.96
20.85,79.19,97.96
19.84,83.94,97.98
19.06,87.31,98.03
19.44,89.75,98.1
21.83,79.56,98.17
23.58,76.25,98.22
26.44,71.5,98.22
30.32,51.88,98.18
31.83,46.25,98.13
32.45,44.38,98.04
32.57,44.06,97.95
32.4,44.75,97.89
32.29,46,97.87
31.06,48.62,97.87
29.61,50.88,97.91
28.13,53.94,97.94
27.12,57.5,97.99
26.25,60.19,98.01
24.87,66.31,98.02
23.37,73.69,98.02
22.18,79.31,97.99
21.36,82.69,97.99
20.76,84.62,97.97
20.48,84.62,97.97
20.55,82.25,97.98
20.7,79.44,98.01
20.79,77.31,98.04
21.19,79.31,98.09
23.14,73.69,98.15
24.7,68.06,98.21
27.73,60.88,98.23
31.19,47.19,98.21
31.97,46,98.16
32.28,46.12,98.08
32.31,45.62,98
31.9,46.5,97.94
31.44,47.94,97.92
29.41,56.5,97.93
25.76,76,97.95
24.3,75.75,98
23.56,75.94,98.05
22.83,76.69,98.08
22.07,78.25,98.08
21.38,79.88,98.07
20.76,81.56,98.06
20.19,83.19,98.05
19.72,84.62,98.04
19.29,86,98.03
18.92,87.06,98.03
18.63,87.75,98.06
18.41,88.19,98.09
19.05,87.62,98.14
21.89,77.44,98.19
23.82,73.12,98.25
26.3,71.5,98.26
29.46,55.38,98.24
30.96,45.19,98.19
31.32,43.12,98.11
31.2,42.94,98.04
30.55,45.69,97.98
29.23,52.38,97.95
26.81,66.44,97.95
23.32,74.56,97.99
21.81,74.31,98.05
20.98,73.81,98.12
20.19,73.94,98.15
19.44,74.81,98.18
18.73,76.06,98.17
18.1,77.94,98.16
17.6,80.44,98.14
17.22,83,98.13
16.88,85.19,98.11
16.57,86.44,98.1
16.3,86.81,98.12
16.04,87.06,98.16
16.59,86.25,98.22
19.61,75.81,98.27
21.85,70.88,98.32
24.75,67.5,98.3
28.12,51.62,98.27
29.72,45.44,98.2
30.58,44.19,98.11
30.9,45.25,98.02
30.76,47.56,97.97
30.48,50.94,97.94
28.97,59.44,97.94
25.92,72.69,97.95
24.21,75.38,97.99
23.09,78.88,98.03
22.27,80.81,98.04
21.6,82.5,98.03
20.98,84.31,98.02
20.43,86.19,98
19.94,87.94,97.98
19.51,89.44,97.95
19.14,90.69,97.91
18.83,91.5,97.89
18.64,91.56,97.89
18.46,91.5,97.91
19.11,89.69,97.96
21.73,78.38,98.02
23.61,74.5,98.07
26.19,71,98.07
29.59,53.12,98.04
31,49,97.99
31.53,48.94,97.91
31.75,49,97.83
31.66,50,97.77
31.37,51.31,97.75
30.86,49.75,97.77
29.31,55.94,97.8
28.39,54.44,97.84
27.27,57.38,97.87
25.8,63.81,97.9
25.13,64.81,97.92
24.83,64.06,97.92
24.95,60.75,97.91
23.72,66.44,97.92
22.14,74.81,97.93
20.89,82,97.92
20.32,85.19,97.92
20.19,85.62,97.94
20.29,84.56,97.99
20.8,85.44,98.05
23.19,78.94,98.12
24.83,73.69,98.19
27.8,63.69,98.2
30.05,53,98.2
30.76,51.06,98.14
31.12,50.19,98.05
31.17,49.81,97.96
31.16,49.38,97.9
31.14,48.81,97.86
30.58,46.44,97.87
29.3,51,97.9
28.33,49.75,97.95
26.75,56.69,97.99
25.5,61.88,98.03
24.24,68.75,98.07
23.25,75.75,98.08
22.8,79.81,98.07
22.65,81.44,98.06
22.65,82.25,98.01
22.58,82.56,97.98
22.26,83.69,97.99
21.82,85.06,98.06
21.4,85.75,98.14
21.6,85.75,98.24
23.12,78,98.32
24.22,73.44,98.36
25.94,71,98.33
28.44,59.75,98.28
30.17,51.5,98.19
30.7,50.25,98.1
30.68,52.06,98.05
30.54,53.31,98.03
29.47,58.69,98.04
28.12,65.12,98.07
26.3,77.5,98.11
24.69,87.56,98.16
23.83,89.25,98.21
23.22,89.19,98.24
22.78,89.06,98.24
22.34,89.38,98.22
21.87,90,98.19
21.35,90.56,98.14
20.85,91.81,98.1
20.55,93.38,98.11
20.36,94.5,98.11
20.38,94.19,98.06
20.41,94.31,98.03
20.65,94.19,98.04
21.37,93.62,98.08
22.38,92.75,98.14
23.83,90.31,98.14
25.15,87.19,98.11
25.63,83.81,98.06
25.19,83.31,97.97
24.43,84.94,97.88
23.72,87.06,97.84
23.06,90,97.86
22.44,92.06,97.92
21.62,94.5,97.97
21.1,95.19,98.02
20.86,95.25,98.07
20.73,95.25,98.13
20.64,95.25,98.15
20.4,95.5,98.14
20.17,95.75,98.1
20.08,96.06,98.07
20.04,96.69,98.04
20.07,96.81,98
20.1,96.75,97.96
20.12,96.56,97.96
20.14,96.25,98
20.23,95.69,98.05
20.71,94.06,98.13
21.47,91.94,98.18
22.8,87.31,98.21
24.37,81.25,98.21
25.69,76.31,98.17
26.46,72.62,98.12
26.79,70.12,98.06
26.92,69.5,98.03
26.63,72.12,98.03
25.6,80.62,98.05
23.61,88,98.09
22.8,88,98.15
22.26,87.38,98.22
21.46,86.94,98.28
20.77,87,98.32
20.15,87.81,98.36
19.61,89,98.37
19.11,90.44,98.37
18.66,91.69,98.36
18.25,92.5,98.35
17.89,93,98.33
17.56,93.25,98.35
17.31,93.38,98.39
17.65,92.88,98.45
19.7,84.5,98.53
21.28,81.62,98.6
24.04,75.12,98.63
27,60.19,98.62
28.06,57.56,98.57
28.61,57.06,98.49
28.75,57.38,98.41
28.44,58.94,98.37
27.61,64.44,98.35
25.98,76.12,98.34
23.52,81.19,98.35
22.58,78.81,98.38
21.68,78.69,98.42
20.73,79.12,98.46
19.82,79.81,98.49
18.95,80.88,98.48
18.12,82.38,98.46
17.34,84.25,98.44
16.68,86.06,98.4
16.09,87.56,98.37
15.6,88.44,98.37
15.15,88.69,98.37
14.7,88.81,98.41
14.8,88.06,98.45
17.06,78.31,98.51
18.9,74.81,98.55
21.58,73.12,98.56
24.79,61.88,98.52
26.62,54.88,98.45
27.83,49.5,98.38
28.29,46.19,98.31
27.77,50.62,98.27
26.68,57.81,98.25
24.76,72.5,98.25
23.19,64.19,98.26
22.8,59.31,98.3
21.69,62.62,98.36
20.47,67.31,98.39
19.26,72.56,98.4
18.34,76.56,98.38
17.61,79.69,98.37
16.98,82.31,98.35
16.46,84.31,98.34
16.03,85.56,98.33
15.66,86.38,98.33
15.32,86.88,98.35
15.01,87.31,98.37
15.23,87.75,98.42
17.8,78.38,98.48
19.48,74.5,98.56
22.12,73.19,98.59
25.55,59.62,98.6
27.48,53.75,98.57
28.64,50.31,98.51
29.14,48.81,98.43
29.01,50.19,98.38
28.65,53.06,98.36
27.02,65.69,98.35
25.83,59.56,98.36
25.33,56.94,98.4
24.72,57.81,98.45
24.11,59,98.48
23.44,60.5,98.5
22.22,65.56,98.51
20.32,75.81,98.51
18.9,83.69,98.51
18.03,88.31,98.51
17.54,90.81,98.49
17.24,92.44,98.5
17.05,93.69,98.52
16.91,94.81,98.56
17.31,95.12,98.62
19.4,89.19,98.68
21.65,84.19,98.74
24.33,75.44,98.76
26.45,67.31,98.76
27.76,63.19,98.72
28.43,61.44,98.66
28.64,60.62,98.59
28.55,60.5,98.54
27.84,63.75,98.52
26.16,74.81,98.53
23.25,84.38,98.56
22.18,85.44,98.63
21.54,86.56,98.69
20.96,87.75,98.73
20.42,88.94,98.74
19.97,90.06,98.7
19.59,91,98.65
19.17,92.31,98.63
18.67,94.12,98.62
18.34,95.69,98.63
18.06,97.12,98.65
18.1,97.25,98.7
18.04,97.44,98.74
18.33,96.19,98.79
19.59,91.56,98.84
21.53,85.81,98.88
23.78,76.94,98.88
25.37,71.44,98.87
26.35,67.31,98.83
27.03,62.25,98.76
27.23,60.75,98.71
27.27,61.25,98.68
26.86,59.06,98.68
25.88,70,98.68
24.72,67.31,98.71
23.56,71.44,98.75
22.67,75.94,98.79
21.97,77.94,98.83
21.19,80.38,98.85
20.31,84.12,98.86
19.41,87.81,98.86
18.72,90.06,98.86
18.16,91.38,98.85
17.72,92.19,98.82
17.42,92.25,98.79
17.21,91.81,98.79
17.07,91.12,98.83
17.36,90.75,98.88
19.78,84.75,98.93
21.21,79.56,98.98
23.9,70.75,99
26.07,60.06,98.98
26.63,58.75,98.92
26.76,58.56,98.83
26.59,59.19,98.73
26.17,60.69,98.68
25.42,63.62,98.65
23.76,74.25,98.64
20.97,86.06,98.65
19.92,86.44,98.69
19.36,86,98.73
18.96,84.94,98.74
18.58,84.19,98.73
18.03,85.19,98.7
17.3,87.44,98.68
16.58,89.75,98.67
15.95,91.44,98.66
15.38,92.81,98.64
14.91,93.94,98.62
14.53,94.81,98.62
14.24,95.69,98.65
14.55,94.94,98.69
17.12,85.56,98.75
19.12,81.88,98.82
22.2,72.94,98.86
24.65,59.69,98.86
25.4,57.12,98.81
25.73,55.69,98.74
25.71,55,98.66
25.44,55.31,98.61
24.67,58.44,98.59
22.98,71.12,98.6
20.51,75.31,98.63
20.08,70.44,98.69
20.03,66.62,98.75
19.83,64.62,98.8
19.2,65.62,98.83
18.63,66.75,98.84
17.69,70.25,98.84
16.47,75.69,98.84
15.33,81.06,98.84
14.58,84,98.84
14.23,84.19,98.85
14.12,82.69,98.87
14.13,80.44,98.91
14.32,79.56,98.96
16.71,79.06,99.02
18.43,68.38,99.08
20.62,67.94,99.11
24.21,50.88,99.09
25.5,46.44,99.04
25.9,45.75,98.94
25.91,45.56,98.85
25.58,46.75,98.78
24.71,52.62,98.75
22.58,69.31,98.73
19.56,75.25,98.74
18.63,74.31,98.78
17.95,74.88,98.84
17.2,76.75,98.87
16.45,79.25,98.87
15.78,81.94,98.86
15.23,84.62,98.84
14.77,87.19,98.82
14.4,89.25,98.79
14.08,90.94,98.78
13.78,92.62,98.79
13.48,95,98.82
13.25,96.69,98.88
13.48,95.88,98.96
16.08,87.31,99.05
17.81,83.31,99.11
20.94,74.75,99.13
24.94,54.62,99.12
25.93,51.81,99.07
26.33,51.38,98.98
26.35,51.88,98.87
26.16,53.19,98.81
25.71,56.06,98.78
23.96,68.81,98.77
21.65,69.44,98.8
21.09,66.38,98.86
20.93,63.44,98.9
20.71,61.62,98.93
20.05,62.81,98.94
19.46,63.81,98.95
18.77,65.5,98.93
18.13,67.12,98.92
17.44,69.19,98.92
16.94,70.31,98.94
16.71,70.38,98.97
16.91,68.44,98.99
16.76,68.56,99.03
16.67,69.88,99.1
17.85,74,99.17
19.33,68.56,99.24
22.04,63.62,99.26
26.23,45.5,99.24
27.32,42.44,99.18
27.66,42.5,99.09
27.65,43.94,99.01
27.44,45.81,98.97
27.08,47.62,98.96
25.45,59.12,98.99
23.67,56.88,99.03
22.76,57.19,99.07
22.01,58.25,99.11
21.19,60,99.13
19.7,65.88,99.13
17.94,73.62,99.12
16.48,79.5,99.09
15.48,81.81,99.08
14.7,83.25,99.05
14.09,84.69,99.03
13.66,85.94,99.02
13.35,86.75,99.01
13.11,87.25,99.03
13.29,87,99.07
16.47,78.25,99.13
18.48,70.75,99.17
20.74,71.25,99.19
24.06,59.62,99.17
25.99,49.75,99.1
26.55,48.81,99.01
26.63,49.12,98.92
26.28,50.56,98.86
25.3,57.38,98.82
23.02,73.69,98.8
19.82,77.44,98.8
18.66,77.5,98.8
17.84,78.5,98.81
17.19,79.25,98.82
16.53,80.12,98.82
15.76,81.75,98.81
15.06,83.19,98.79
14.45,84.62,98.77
14.12,84.88,98.75
13.93,84.81,98.72
13.53,86.06,98.72
13.14,87.38,98.73
12.76,88.69,98.76
12.78,89.38,98.83
15.44,80.5,98.88
17.36,76.12,98.94
19.91,75.12,98.96
23.46,62,98.93
25.49,52.25,98.87
26.4,47.31,98.78
26.54,45.44,98.7
26.17,47.12,98.65
25.55,50.69,98.62
23.49,65.69,98.6
22.75,52.5,98.62
23.19,45.19,98.65
23.25,42.06,98.69
22.55,43.31,98.72
21.83,44.56,98.72
21.07,46.44,98.72
20.29,48.5,98.7
19.65,50.19,98.67
18.84,52.12,98.64
17.71,55.88,98.62
16.15,63.81,98.62
14.52,72.94,98.65
13.06,82,98.71
12.44,88.19,98.8
14.83,86,98.87
16.86,77.88,98.92
19.42,74.5,98.94
22.57,64.31,98.92
24.4,58.81,98.84
25.8,52.88,98.75
26.81,45.75,98.66
26.82,46.88,98.62
26.51,43.44,98.61
23.72,63,98.62
20.71,66.19,98.64
19.13,70.69,98.69
18.11,73.44,98.75
17.25,75.56,98.79
16.49,77.5,98.81
15.8,79.31,98.82
15.18,81.25,98.81
14.58,83.5,98.79
14.02,85.94,98.78
13.44,88.69,98.77
12.83,91.56,98.79
12.32,93.94,98.83
11.87,96.62,98.89
11.83,97.12,98.98
13.86,88.94,99.05
15.84,82.12,99.11
18.7,75.88,99.13
21.99,64.06,99.09
24.13,56.12,99.01
25.54,50,98.91
26.09,46.31,98.82
25.86,48.12,98.78
25.1,50.25,98.78
22.65,67.69,98.78
20.05,68.12,98.81
18.68,71.44,98.86
17.71,74.19,98.93
16.98,75.81,98.97
16.45,76.69,98.97
15.98,77.5,98.94
15.51,78.5,98.89
15.03,79.88,98.85
14.55,81.5,98.81
14.04,83.69,98.79
13.5,86.44,98.81
13,89,98.84
12.76,90.75,98.91
12.82,92.19,98.99
14.8,87.44,99.07
16.51,80.62,99.14
19.08,75.81,99.15
22.39,64.25,99.11
24.61,54.5,99.03
25.48,51.62,98.93
25.83,51.12,98.83
25.9,51.25,98.77
25.62,52.88,98.72
24.08,63.56,98.69
21.88,64.25,98.69
20.42,68.94,98.73
19.51,71.06,98.78
18.91,71.5,98.81
18.26,72.25,98.82
17.72,72.31,98.83
17.24,71.94,98.82
16.77,71.69,98.79
16.39,71.25,98.77
16.14,70.44,98.76
15.78,71.25,98.76
15.36,72.88,98.77
15.02,74.12,98.81
14.76,75.94,98.85
15.89,83.25,98.91
17.49,71.69,98.95
19.3,69.19,98.97
22.66,56.25,98.95
24.15,52.38,98.87
24.87,50.75,98.79
25.12,50.12,98.72
25,51.19,98.67
24.75,52.62,98.65
23.55,58.75,98.64
22.58,54,98.66
22.06,53.94,98.71
21.49,55.06,98.76
20.92,55.88,98.79
20.4,57,98.81
19.26,62.25,98.8
18.41,65.31,98.78
17.34,69.75,98.76
16.21,74.62,98.75
15.52,77.06,98.74
15.23,77.12,98.74
15.05,76.88,98.76
14.77,77.38,98.79
14.67,77.88,98.83
16.08,82.44,98.89
17.93,71.81,98.94
19.9,69.56,98.97
23.87,51.06,98.94
25.51,42.31,98.87
25.87,41.44,98.78
25.94,42.31,98.69
25.55,44.06,98.62
25.04,44.88,98.59
23.23,56.81,98.57
21.8,51.5,98.58
21.12,50.81,98.62
20.08,53.19,98.66
18.77,57.81,98.68
17.26,64.5,98.69
15.83,71.38,98.69
14.77,75.81,98.67
14.04,78.19,98.65
13.42,79.94,98.62
12.85,81.62,98.59
12.3,83.19,98.58
11.86,84.19,98.58
11.5,84.81,98.62
11.42,85.12,98.68
13.84,78.38,98.75
16,68.38,98.81
18.29,67.12,98.82
21.37,59.94,98.77
23.56,51.25,98.69
24.79,46.75,98.6
25.09,46.81,98.5
24.76,50.88,98.43
23.67,61.69,98.4
21.13,76.94,98.38
18.46,77.69,98.39
17.62,77.44,98.43
17.03,76.88,98.46
16.42,77.12,98.48
15.7,78.62,98.5
14.98,80.81,98.48
14.33,82.94,98.46
13.8,84.69,98.45
13.4,85.69,98.43
13.1,86.25,98.42
12.88,86.5,98.41
12.69,86.62,98.41
12.52,86.81,98.44
12.52,87.06,98.51
15.2,81.5,98.57
17.4,71.31,98.63
19.4,71.25,98.67
22.4,65.94,98.66
24.87,51.5,98.63
25.56,48.06,98.56
25.65,48,98.51
25.3,51.25,98.47
24.46,58.62,98.46
22.31,71.38,98.48
21.49,59.69,98.52
20.99,57.81,98.59
19.8,61,98.64
18.3,66.25,98.69
16.88,71.56,98.71
15.76,75.31,98.71
14.91,77.31,98.7
14.25,78.12,98.68
13.73,78.31,98.67
13.26,78.56,98.66
12.84,78.75,98.66
12.5,78.81,98.67
12.25,78.5,98.71
12.22,78.12,98.77
14.44,79.19,98.84
16.41,64.62,98.89
18.39,64.44,98.91
21.37,61.56,98.88
23.85,52.5,98.81
25.3,47,98.71
25.81,46.06,98.63
25.66,49.5,98.6
24.78,58.75,98.58
22.19,73.31,98.56
20.26,67.69,98.57
19.12,69.69,98.63
17.79,74.25,98.67
16.76,77.38,98.71
15.9,79.62,98.74
15.08,81.44,98.76
14.37,82.56,98.76
13.76,83.31,98.76
13.23,83.94,98.76
12.84,84.31,98.74
12.52,84.38,98.74
12.26,84.31,98.74
12.03,84.38,98.77
11.89,85.31,98.81
14.66,81.75,98.86
16.76,71.19,98.91
19.05,70.69,98.94
22.32,61.31,98.93
23.98,55.5,98.87
25.07,51.44,98.8
25.66,49.06,98.74
25.57,51.81,98.68
24.65,62.88,98.65
22.36,72.25,98.62
20.49,64.75,98.64
19.25,67,98.7
18,70.62,98.75
16.94,73.5,98.77
16.04,75.5,98.78
15.24,77.19,98.79
14.58,78.31,98.78
14.01,79.19,98.78
13.5,79.94,98.79
13.33,78.69,98.78
13.48,75.75,98.78
13.62,73.44,98.8
13.58,72.5,98.82
13.58,72.25,98.87
15.09,77.38,98.91
17.12,67.19,98.95
19.34,65.88,98.96
22.97,56.81,98.92
25.55,45.94,98.83
26.36,43,98.73
26.54,42.31,98.67
26.04,45.69,98.63
25.09,48.75,98.61
22.37,66.69,98.61
21.35,54.75,98.62
21.33,50.5,98.66
20.73,50.88,98.69
19.61,54.56,98.71
18.16,60.75,98.71
16.73,66.94,98.71
15.62,70.88,98.68
15.02,72.06,98.66
14.76,71.31,98.66
14.78,69,98.66
14.85,66.56,98.66
14.91,64.44,98.67
14.78,63.38,98.69
14.51,63.31,98.73
15.53,69.88,98.78
17,62.38,98.83
18.6,63.5,98.86
21.98,55.94,98.84
25.58,40.31,98.78
26.42,37.81,98.7
26.56,38.19,98.63
25.95,42.75,98.58
25.11,45.88,98.55
22.2,65.75,98.55
21.2,54.81,98.57
21.2,50.44,98.62
21.01,48.44,98.65
19.4,54.31,98.68
18.33,57.62,98.72
17.26,61.12,98.74
16.33,64.06,98.74
15.66,65.81,98.73
15.4,65.12,98.72
15.25,64.12,98.71
15.43,61.62,98.7
15.31,60.81,98.7
14.76,62.44,98.73
13.79,66.75,98.79
14.34,77.56,98.85
16.15,67.75,98.91
17.98,66.19,98.94
21.15,59.06,98.93
24.21,44.69,98.87
25.22,41,98.79
25.44,40.94,98.71
24.95,44.69,98.65
23.79,52.19,98.62
21.04,69.25,98.62
19.82,58.31,98.64
19.87,53,98.69
19.2,53,98.73
18.38,54.38,98.77
16.97,59.62,98.79
15.38,66.56,98.79
14.04,72.62,98.78
13.19,75.69,98.75
12.68,76.62,98.75
12.31,76.75,98.74
11.97,76.94,98.75
11.56,77.62,98.75
11.12,78.75,98.78
10.88,79.62,98.83
12.98,82.31,98.9
15.29,67.88,98.95
17.61,66.44,98.96
21.15,56.44,98.94
23.83,45.31,98.86
24.99,41,98.76
25.29,40.25,98.67
24.82,43,98.63
23.6,50.81,98.6
20.57,69.56,98.58
18.37,64.31,98.57
17.54,63.06,98.58
16.32,65.75,98.6
15.02,69.94,98.62
13.94,73.5,98.63
13.05,76.25,98.63
12.3,78.38,98.61
11.69,80,98.58
11.17,81.12,98.56
10.77,81.62,98.56
10.49,81.31,98.56
10.37,80,98.58
10.46,77.44,98.63
10.79,74.44,98.7
12.9,80,98.77
15.46,63.25,98.83
17.48,62.38,98.87
20.87,55.62,98.86
24.08,38,98.79
24.77,35,98.68
24.78,35.38,98.59
24.2,39.56,98.55
23.3,42.38,98.53
20.53,61.62,98.53
19.57,49.31,98.54
19.52,45.12,98.59
19.12,44,98.63
18.91,42.44,98.64
18.78,40.69,98.64
17.99,42.25,98.62
16.33,48.25,98.59
14.63,55.06,98.57
12.76,64.06,98.55
11.46,70.44,98.54
10.69,73.5,98.54
10.25,74.5,98.55
10.05,74,98.59
9.98,73.25,98.65
11.22,80.19,98.72
13.76,64.56,98.77
15.62,60.75,98.79
18.2,60.19,98.76
21.39,48.62,98.67
23.47,39.38,98.57
23.85,38.38,98.5
23.55,42.88,98.46
